"time","latitude","longitude","val"
1,50.37167,-4.142361,6.19166666666667
1,50.411463,-4.227678,6.42916666666667
1,50.735454,-1.780888,10.25
1,50.73957,-1.826744,9.29166666666667
1,50.805778,0.271611,5.99166666666667
1,50.82881,-1.068583,4.64166666666667
1,50.90814,-1.395778,6.00416666666667
1,51.074793,-4.041924,5.57916666666667
1,51.374264,0.54797,10.875
1,51.425286,-0.345606,4.32916666666667
1,51.45258,0.070766,7.30833333333333
1,51.46603,0.184806,5.35
1,51.48178,-3.17625,5.64166666666667
1,51.48879,-0.441614,4.432
1,51.52105,-0.213492,4.65408333333333
1,51.52229,-0.125889,5.775
1,51.52253,-0.154611,7.82083333333333
1,51.54421,-0.175269,4.14583333333333
1,51.58395,-3.770822,9.84583333333333
1,51.632696,-3.947374,8.91666666666667
1,51.638094,-2.678731,3.84166666666667
1,52.132417,-0.300306,4.725
1,52.272257,-0.916605,6
1,52.28881,-1.533119,3.8625
1,52.294884,-1.542911,6.35416666666667
1,52.411563,-1.560228,6.4
1,52.437165,-1.829999,3.62916666666667
1,52.47609,-1.875024,3.16675
1,52.614193,1.301976,4.20833333333333
1,52.619823,-1.127311,3.14583333333333
1,52.95473,-1.146447,4.81666666666667
1,53.02821,-2.175133,2.73333333333333
1,53.231722,-1.456944,1.9375
1,53.244131,-1.454946,3.6875
1,53.34633,-2.844333,5.37083333333333
1,53.37287,-3.022722,4.47916666666667
1,53.378622,-1.478096,3.94504166666667
1,53.38928,-2.615358,7.575
1,53.40495,-1.455815,6.29166666666667
1,53.48481,-2.334139,5.575
1,53.54914,-2.638139,6.05833333333333
1,53.74878,-0.341222,5.89583333333333
1,53.76559,-2.680353,5.55833333333333
1,53.80378,-1.546472,5.68333333333333
1,53.80489,-3.007175,4.7375
1,53.819972,-1.576361,4.725
1,53.951889,-1.075861,5.7125
1,53.967513,-1.086514,6.2625
1,54.516667,-1.358547,6.66666666666667
1,54.565819,-1.3159,4.49166666666667
1,54.569297,-1.220874,4.25416666666667
1,54.59965,-5.928833,6.4
1,54.88361,-1.406878,3.27083333333333
1,54.894834,-2.945307,3.90833333333333
1,54.97825,-1.610528,2.87083333333333
1,55.002818,-7.331179,4.875
1,55.79216,-3.2429,1.79583333333333
1,55.860936,-4.238214,3.05
1,55.865782,-4.243631,4.74108333333333
1,55.944079,-4.734421,2.76991666666667
1,55.945589,-3.182186,4.05
1,56.010319,-3.704399,2.68333333333333
1,57.15736,-2.094278,3.2125
2,50.37167,-4.142361,9.70833333333333
2,50.411463,-4.227678,9.12916666666667
2,50.735454,-1.780888,14.6666666666667
2,50.73957,-1.826744,12.5
2,50.805778,0.271611,7.92083333333333
2,50.82881,-1.068583,7.25416666666667
2,50.90814,-1.395778,6.77916666666667
2,51.074793,-4.041924,7.3375
2,51.374264,0.54797,9.95833333333333
2,51.425286,-0.345606,5.20416666666667
2,51.45258,0.070766,8.10416666666667
2,51.46603,0.184806,7.69583333333333
2,51.48178,-3.17625,9.07083333333333
2,51.48879,-0.441614,7.43466666666667
2,51.52105,-0.213492,7.63754166666667
2,51.52229,-0.125889,8.77916666666667
2,51.52253,-0.154611,10.05
2,51.54421,-0.175269,5.8
2,51.58395,-3.770822,13.0333333333333
2,51.632696,-3.947374,14.1666666666667
2,51.638094,-2.678731,6.9
2,52.132417,-0.300306,8.24583333333333
2,52.272257,-0.916605,8.25
2,52.28881,-1.533119,7.1
2,52.294884,-1.542911,8.59583333333333
2,52.411563,-1.560228,7.99583333333333
2,52.437165,-1.829999,5.60416666666667
2,52.47609,-1.875024,9.13770833333333
2,52.614193,1.301976,4.925
2,52.619823,-1.127311,5.83333333333333
2,52.95473,-1.146447,7.09166666666667
2,53.02821,-2.175133,4.40833333333333
2,53.231722,-1.456944,4.21666666666667
2,53.244131,-1.454946,5.1875
2,53.34633,-2.844333,6.54166666666667
2,53.37287,-3.022722,6.16666666666667
2,53.378622,-1.478096,6.19079166666667
2,53.38928,-2.615358,8.7375
2,53.40495,-1.455815,9.875
2,53.48481,-2.334139,7.1375
2,53.54914,-2.638139,7.775
2,53.74878,-0.341222,6.69166666666667
2,53.76559,-2.680353,7.40833333333333
2,53.80378,-1.546472,7.74166666666667
2,53.80489,-3.007175,5.44583333333333
2,53.819972,-1.576361,6.42083333333333
2,53.951889,-1.075861,6.70833333333333
2,53.967513,-1.086514,5.95833333333333
2,54.516667,-1.358547,7.25
2,54.565819,-1.3159,4.5375
2,54.569297,-1.220874,5.21666666666667
2,54.59965,-5.928833,9.54583333333333
2,54.88361,-1.406878,4.82083333333333
2,54.894834,-2.945307,6.025
2,54.97825,-1.610528,4.75833333333333
2,55.002818,-7.331179,9.075
2,55.79216,-3.2429,2.35833333333333
2,55.860936,-4.238214,5.12916666666667
2,55.865782,-4.243631,6.21325
2,55.944079,-4.734421,5.621625
2,55.945589,-3.182186,3.96666666666667
2,56.010319,-3.704399,3.8
2,57.15736,-2.094278,4.44166666666667
3,50.37167,-4.142361,9.08333333333333
3,50.411463,-4.227678,10.4041666666667
3,50.735454,-1.780888,16.0833333333333
3,50.73957,-1.826744,13.9583333333333
3,50.805778,0.271611,11.1958333333333
3,50.82881,-1.068583,8.53333333333333
3,50.90814,-1.395778,10.3833333333333
3,51.074793,-4.041924,10.4875
3,51.374264,0.54797,13.8333333333333
3,51.425286,-0.345606,9.32916666666667
3,51.45258,0.070766,10.9916666666667
3,51.46603,0.184806,9.92916666666667
3,51.48178,-3.17625,11.5791666666667
3,51.48879,-0.441614,9.67370833333333
3,51.52105,-0.213492,10.4176666666667
3,51.52229,-0.125889,9.17916666666667
3,51.52253,-0.154611,11.2041666666667
3,51.54421,-0.175269,7.05416666666667
3,51.58395,-3.770822,12.3958333333333
3,51.632696,-3.947374,16.5833333333333
3,51.638094,-2.678731,8.58333333333333
3,52.132417,-0.300306,7.2875
3,52.272257,-0.916605,8.95833333333333
3,52.28881,-1.533119,6.84166666666667
3,52.294884,-1.542911,9.74583333333333
3,52.411563,-1.560228,10.225
3,52.437165,-1.829999,6.9625
3,52.47609,-1.875024,7.82733333333333
3,52.614193,1.301976,5.00416666666667
3,52.619823,-1.127311,6.46666666666667
3,52.95473,-1.146447,6.55833333333333
3,53.02821,-2.175133,5.65833333333333
3,53.231722,-1.456944,4.62916666666667
3,53.244131,-1.454946,6.76666666666667
3,53.34633,-2.844333,7.1
3,53.37287,-3.022722,6.8875
3,53.378622,-1.478096,6.00683333333333
3,53.38928,-2.615358,10.0791666666667
3,53.40495,-1.455815,7.625
3,53.48481,-2.334139,9.35
3,53.54914,-2.638139,9
3,53.74878,-0.341222,6.2
3,53.76559,-2.680353,9.61666666666667
3,53.80378,-1.546472,6.92083333333333
3,53.80489,-3.007175,10.1583333333333
3,53.819972,-1.576361,5.775
3,53.951889,-1.075861,6.62916666666667
3,53.967513,-1.086514,5.93333333333333
3,54.516667,-1.358547,6.29166666666667
3,54.565819,-1.3159,2.87916666666667
3,54.569297,-1.220874,3.75
3,54.59965,-5.928833,7.17916666666667
3,54.88361,-1.406878,2.75416666666667
3,54.894834,-2.945307,4.60833333333333
3,54.97825,-1.610528,2.7875
3,55.002818,-7.331179,5.8875
3,55.79216,-3.2429,1.48333333333333
3,55.860936,-4.238214,4.1625
3,55.865782,-4.243631,5.9065
3,55.944079,-4.734421,2.70375
3,55.945589,-3.182186,3.03333333333333
3,56.010319,-3.704399,3.41666666666667
3,57.15736,-2.094278,12.8333333333333
4,50.37167,-4.142361,7.97916666666667
4,50.411463,-4.227678,6.19166666666667
4,50.735454,-1.780888,10.5416666666667
4,50.73957,-1.826744,8.83333333333333
4,50.805778,0.271611,7.775
4,50.82881,-1.068583,7.95
4,50.90814,-1.395778,7.275
4,51.074793,-4.041924,5.98333333333333
4,51.374264,0.54797,10
4,51.425286,-0.345606,5.625
4,51.45258,0.070766,8.22916666666667
4,51.46603,0.184806,5.8375
4,51.48178,-3.17625,6.43333333333333
4,51.48879,-0.441614,4.82825
4,51.52105,-0.213492,5.63083333333333
4,51.52229,-0.125889,7.17916666666667
4,51.52253,-0.154611,9.37083333333333
4,51.54421,-0.175269,5.23333333333333
4,51.58395,-3.770822,9.11666666666667
4,51.632696,-3.947374,9.29166666666667
4,51.638094,-2.678731,4.07916666666667
4,52.132417,-0.300306,6.6125
4,52.272257,-0.916605,7.33333333333333
4,52.28881,-1.533119,4.02916666666667
4,52.294884,-1.542911,7.9125
4,52.411563,-1.560228,7.37083333333333
4,52.437165,-1.829999,4.525
4,52.47609,-1.875024,7.09995833333333
4,52.614193,1.301976,5.69166666666667
4,52.619823,-1.127311,4.47083333333333
4,52.95473,-1.146447,6.14583333333333
4,53.02821,-2.175133,4.30833333333333
4,53.231722,-1.456944,5.10833333333333
4,53.244131,-1.454946,6.90833333333333
4,53.34633,-2.844333,6.9125
4,53.37287,-3.022722,5.58333333333333
4,53.378622,-1.478096,7.25225
4,53.38928,-2.615358,9.72083333333333
4,53.40495,-1.455815,9
4,53.48481,-2.334139,10.1708333333333
4,53.54914,-2.638139,8.6125
4,53.74878,-0.341222,7.1125
4,53.76559,-2.680353,8.58333333333333
4,53.80378,-1.546472,8.0625
4,53.80489,-3.007175,8.15833333333333
4,53.819972,-1.576361,7.40416666666667
4,53.951889,-1.075861,6.76666666666667
4,53.967513,-1.086514,6.68333333333333
4,54.516667,-1.358547,9
4,54.565819,-1.3159,5.56666666666667
4,54.569297,-1.220874,5.0875
4,54.59965,-5.928833,10.8
4,54.88361,-1.406878,3.475
4,54.894834,-2.945307,6.26666666666667
4,54.97825,-1.610528,2.69166666666667
4,55.002818,-7.331179,8.0375
4,55.79216,-3.2429,2.51666666666667
4,55.860936,-4.238214,5.84583333333333
4,55.865782,-4.243631,7.54920833333333
4,55.944079,-4.734421,3.39120833333333
4,55.945589,-3.182186,4.025
4,56.010319,-3.704399,4.3625
4,57.15736,-2.094278,6.46666666666667
5,50.37167,-4.142361,11.1541666666667
5,50.411463,-4.227678,9.54583333333333
5,50.735454,-1.780888,10.625
5,50.73957,-1.826744,8.66666666666667
5,50.805778,0.271611,6.86666666666667
5,50.82881,-1.068583,5.91666666666667
5,50.90814,-1.395778,7.54166666666667
5,51.074793,-4.041924,5.97916666666667
5,51.374264,0.54797,9.25
5,51.425286,-0.345606,5.975
5,51.45258,0.070766,8.16666666666667
5,51.46603,0.184806,6.61666666666667
5,51.48178,-3.17625,7.975
5,51.48879,-0.441614,5.27908333333333
5,51.52105,-0.213492,6.24504166666667
5,51.52229,-0.125889,6.3875
5,51.52253,-0.154611,12.1208333333333
5,51.54421,-0.175269,7.025
5,51.58395,-3.770822,7.69166666666667
5,51.632696,-3.947374,11.4166666666667
5,51.638094,-2.678731,5.23333333333333
5,52.132417,-0.300306,7.19166666666667
5,52.272257,-0.916605,11.1666666666667
5,52.28881,-1.533119,7.7
5,52.294884,-1.542911,12.6541666666667
5,52.411563,-1.560228,11.875
5,52.437165,-1.829999,9.4875
5,52.47609,-1.875024,14.5967916666667
5,52.614193,1.301976,6.16666666666667
5,52.619823,-1.127311,11.925
5,52.95473,-1.146447,12.9125
5,53.02821,-2.175133,13.1291666666667
5,53.231722,-1.456944,12.1375
5,53.244131,-1.454946,8.86666666666667
5,53.34633,-2.844333,8.49166666666667
5,53.37287,-3.022722,8.55416666666667
5,53.378622,-1.478096,13.1214166666667
5,53.38928,-2.615358,15.35
5,53.40495,-1.455815,18.875
5,53.48481,-2.334139,18.4125
5,53.54914,-2.638139,14.8416666666667
5,53.74878,-0.341222,13.4833333333333
5,53.76559,-2.680353,14.7625
5,53.80378,-1.546472,14.2875
5,53.80489,-3.007175,10.95
5,53.819972,-1.576361,14.3791666666667
5,53.951889,-1.075861,11.4
5,53.967513,-1.086514,12.6416666666667
5,54.516667,-1.358547,8.41666666666667
5,54.565819,-1.3159,6.00416666666667
5,54.569297,-1.220874,7.08333333333333
5,54.59965,-5.928833,16.1291666666667
5,54.88361,-1.406878,3.8875
5,54.894834,-2.945307,12.7
5,54.97825,-1.610528,3.1625
5,55.002818,-7.331179,13.9708333333333
5,55.79216,-3.2429,3.12083333333333
5,55.860936,-4.238214,6.2375
5,55.865782,-4.243631,8.73079166666667
5,55.944079,-4.734421,3.19704166666667
5,55.945589,-3.182186,4.44166666666667
5,56.010319,-3.704399,5.4125
5,57.15736,-2.094278,4.55833333333333
6,50.37167,-4.142361,9.67083333333333
6,50.411463,-4.227678,9.22916666666667
6,50.735454,-1.780888,14.5833333333333
6,50.73957,-1.826744,14.0416666666667
6,50.805778,0.271611,7.91666666666667
6,50.82881,-1.068583,9.80833333333333
6,50.90814,-1.395778,10.3291666666667
6,51.074793,-4.041924,8.85
6,51.374264,0.54797,17.875
6,51.425286,-0.345606,15.2
6,51.45258,0.070766,13.8125
6,51.46603,0.184806,12.1875
6,51.48178,-3.17625,11.6125
6,51.48879,-0.441614,11.051375
6,51.52105,-0.213492,11.1605416666667
6,51.52229,-0.125889,17.4541666666667
6,51.52253,-0.154611,14.9083333333333
6,51.54421,-0.175269,12.5375
6,51.58395,-3.770822,5.54583333333333
6,51.632696,-3.947374,9.58333333333333
6,51.638094,-2.678731,9.97083333333333
6,52.132417,-0.300306,13.1583333333333
6,52.272257,-0.916605,12.5416666666667
6,52.28881,-1.533119,12.7666666666667
6,52.294884,-1.542911,18.725
6,52.411563,-1.560228,14.1791666666667
6,52.437165,-1.829999,13.1916666666667
6,52.47609,-1.875024,13.53575
6,52.614193,1.301976,8.99166666666667
6,52.619823,-1.127311,13.9625
6,52.95473,-1.146447,12.1041666666667
6,53.02821,-2.175133,9.75833333333333
6,53.231722,-1.456944,7.8375
6,53.244131,-1.454946,8.15
6,53.34633,-2.844333,6.675
6,53.37287,-3.022722,5.225
6,53.378622,-1.478096,10.870125
6,53.38928,-2.615358,12.4791666666667
6,53.40495,-1.455815,9.54166666666667
6,53.48481,-2.334139,11.15
6,53.54914,-2.638139,9.33333333333333
6,53.74878,-0.341222,5.9375
6,53.76559,-2.680353,9.04583333333333
6,53.80378,-1.546472,5.0375
6,53.80489,-3.007175,5.01666666666667
6,53.819972,-1.576361,8.19583333333333
6,53.951889,-1.075861,6.76666666666667
6,53.967513,-1.086514,5.54583333333333
6,54.516667,-1.358547,7.33333333333333
6,54.565819,-1.3159,4.14166666666667
6,54.569297,-1.220874,4.23333333333333
6,54.59965,-5.928833,10.3166666666667
6,54.88361,-1.406878,3.34166666666667
6,54.894834,-2.945307,5.85833333333333
6,54.97825,-1.610528,3.3625
6,55.002818,-7.331179,35.3583333333333
6,55.79216,-3.2429,2.95833333333333
6,55.860936,-4.238214,5.925
6,55.865782,-4.243631,7.290125
6,55.944079,-4.734421,3.871125
6,55.945589,-3.182186,4.275
6,56.010319,-3.704399,6.79583333333333
6,57.15736,-2.094278,5.85
7,50.37167,-4.142361,5.27916666666667
7,50.411463,-4.227678,5.77916666666667
7,50.735454,-1.780888,8.70833333333333
7,50.73957,-1.826744,8.33333333333333
7,50.805778,0.271611,7.22916666666667
7,50.82881,-1.068583,5.3375
7,50.90814,-1.395778,5.7875
7,51.074793,-4.041924,5.15833333333333
7,51.374264,0.54797,9.125
7,51.425286,-0.345606,4.97916666666667
7,51.45258,0.070766,6.6
7,51.46603,0.184806,5.5
7,51.48178,-3.17625,4.825
7,51.48879,-0.441614,4.849
7,51.52105,-0.213492,5.24283333333333
7,51.52229,-0.125889,5.62916666666667
7,51.52253,-0.154611,3.69166666666667
7,51.54421,-0.175269,3.72916666666667
7,51.58395,-3.770822,4.19166666666667
7,51.632696,-3.947374,5.83333333333333
7,51.638094,-2.678731,3.24166666666667
7,52.132417,-0.300306,5.95
7,52.272257,-0.916605,6.95833333333333
7,52.28881,-1.533119,3.975
7,52.294884,-1.542911,6.74166666666667
7,52.411563,-1.560228,7.60416666666667
7,52.437165,-1.829999,6.39166666666667
7,52.47609,-1.875024,4.72720833333333
7,52.614193,1.301976,3.0125
7,52.619823,-1.127311,4.77083333333333
7,52.95473,-1.146447,4.03333333333333
7,53.02821,-2.175133,3.59583333333333
7,53.231722,-1.456944,6.59583333333333
7,53.244131,-1.454946,5.24166666666667
7,53.34633,-2.844333,6.86666666666667
7,53.37287,-3.022722,5.75
7,53.378622,-1.478096,8.076125
7,53.38928,-2.615358,10.6666666666667
7,53.40495,-1.455815,12.2916666666667
7,53.48481,-2.334139,5.77083333333333
7,53.54914,-2.638139,6.3375
7,53.74878,-0.341222,4.2625
7,53.76559,-2.680353,6.96666666666667
7,53.80378,-1.546472,4.91666666666667
7,53.80489,-3.007175,4.58333333333333
7,53.819972,-1.576361,8.63333333333333
7,53.951889,-1.075861,6.575
7,53.967513,-1.086514,6.67916666666667
7,54.516667,-1.358547,14.375
7,54.565819,-1.3159,10.5125
7,54.569297,-1.220874,11.6916666666667
7,54.59965,-5.928833,22.5958333333333
7,54.88361,-1.406878,13.2333333333333
7,54.894834,-2.945307,15.7375
7,54.97825,-1.610528,9.55416666666667
7,55.002818,-7.331179,48.5791666666667
7,55.79216,-3.2429,3.18333333333333
7,55.860936,-4.238214,17.4916666666667
7,55.865782,-4.243631,18.5044166666667
7,55.944079,-4.734421,7.753
7,55.945589,-3.182186,17.5833333333333
7,56.010319,-3.704399,16.5625
7,57.15736,-2.094278,11.3
